0.825000 0.200000	7.95082e-05
0.850000 0.200000	0.000102277
0.875000 0.200000	0.000119339
0.900000 0.200000	0.000121927
0.925000 0.200000	0.000109005
0.950000 0.200000	7.89754e-05
0.975000 0.200000	4.03444e-05
1.000000 0.200000	0

0.000000 0.225000	0
0.025000 0.225000	3.80244e-05
0.050000 0.225000	7.71743e-05
0.075000 0.225000	0.000109962
0.100000 0.225000	0.000126792
0.125000 0.225000	0.000128034
0.150000 0.225000	0.000113702
0.175000 0.225000	9.38655e-05
0.200000 0.225000	7.66529e-05
0.225000 0.225000	6.17664e-05
0.250000 0.225000	4.89226e-05
0.275000 0.225000	3.78694e-05
0.300000 0.225000	2.83912e-05
0.325000 0.225000	2.03057e-05
0.350000 0.225000	1.346e-05
0.375000 0.225000	7.72562e-06
0.400000 0.225000	2.99504e-06
0.425000 0.225000	-8.19889e-07
0.450000 0.225000	-3.78812e-06
0.475000 0.225000	-5.95827e-06
0.500000 0.225000	-7.35686e-06
0.525000 0.225000	-7.98636e-06
0.550000 0.225000	-7.82339e-06
0.575000 0.225000	-6.81736e-06
0.600000 0.225000	-4.8894e-06
0.625000 0.225000	-1.93157e-06
0.650000 0.225000	2.19429e-06
0.675000 0.225000	7.65859e-06
0.700000 0.225000	1.46677e-05
0.725000 0.225000	2.34703e-05
0.750000 0.225000	3.43659e-05
0.775000 0.225000	4.77161e-05
0.800000 0.225000	6.39554e-05
0.825000 0.225000	8.35978e-05
0.850000 0.225000	0.00010723
0.875000 0.225000	0.000124812
0.900000 0.225000	0.00012741
0.925000 0.225000	0.000113895
0.950000 0.225000	8.26758e-05
0.975000 0.225000	4.23636e-05
1.000000 0.225000	0

0.000000 0.250000	0
0.025000 0.250000	3.9344e-05
0.050000 0.250000	7.96858e-05
0.075000 0.250000	0.000113415
0.100000 0.250000	0.000130843
0.125000 0.250000	0.0001323
0.150000 0.250000	0.000117822
0.175000 0.250000	9.75465e-05
0.200000 0.250000	7.96857e-05
0.225000 0.250000	6.40208e-05
0.250000 0.250000	5.03301e-05
0.275000 0.250000	3.84081e-05
0.300000 0.250000	2.80741e-05
0.325000 0.250000	1.91737e-05
0.350000 0.250000	1.15755e-05
0.375000 0.250000	5.16723e-06
0.400000 0.250000	-1.47275e-07
0.425000 0.250000	-4.44918e-06
0.450000 0.250000	-7.80348e-06
0.475000 0.250000	-1.02566e-05
0.500000 0.250000	-1.18334e-05
0.525000 0.250000	-1.25343e-05
0.550000 0.250000	-1.23333e-05
0.575000 0.250000	-1.11764e-05
0.600000 0.250000	-8.98096e-06
0.625000 0.250000	-5.63652e-06
0.650000 0.250000	-1.00444e-06
0.675000 0.250000	5.08233e-06
0.700000 0.250000	1.28218e-05
0.725000 0.250000	2.24483e-05
0.750000 0.250000	3.42395e-05
0.775000 0.250000	4.85256e-05
0.800000 0.250000	6.56945e-05
0.825000 0.250000	8.61929e-05
0.850000 0.250000	0.000110515
0.875000 0.250000	0.000128513
0.900000 0.250000	0.000131156
0.925000 0.250000	0.00011726
0.950000 0.250000	8.52398e-05
0.975000 0.250000	4.37703e-05
1.000000 0.250000	0

0.000000 0.275000	0
0.025000 0.275000	4.0271e-05
0.050000 0.275000	8.14472e-05
0.075000 0.275000	0.00011583
0.100000 0.275000	0.000133668
0.125000 0.275000	0.000135256
0.150000 0.275000	0.000120635
0.175000 0.275000	9.9972e-05
0.200000 0.275000	8.15295e-05
0.225000 0.275000	6.51387e-05
0.250000 0.275000	5.06252e-05
0.275000 0.275000	3.78266e-05
0.300000 0.275000	2.66015e-05
0.325000 0.275000	1.6832e-05
0.350000 0.275000	8.41847e-06
0.375000 0.275000	1.27375e-06
0.400000 0.275000	-4.68093e-06
0.425000 0.275000	-9.51611e-06
0.450000 0.275000	-1.32912e-05
0.475000 0.275000	-1.60498e-05
0.500000 0.275000	-1.7815e-05
0.525000 0.275000	-1.85854e-05
0.550000 0.275000	-1.83318e-05
0.575000 0.275000	-1.69967e-05
0.600000 0.275000	-1.4494e-05
0.625000 0.275000	-1.07115e-05
0.650000 0.275000	-5.51302e-06
0.675000 0.275000	1.25976e-06
0.700000 0.275000	9.78788e-06
0.725000 0.275000	2.02801e-05
0.750000 0.275000	3.29818e-05
0.775000 0.275000	4.81838e-05
0.800000 0.275000	6.62282e-05
0.825000 0.275000	8.75061e-05
0.850000 0.275000	0.000112448
0.875000 0.275000	0.000130837
0.900000 0.275000	0.000133589
0.925000 0.275000	0.000119488
0.950000 0.275000	8.69583e-05
0.975000 0.275000	4.47198e-05
1.000000 0.275000	0

0.000000 0.300000	0
0.025000 0.300000	4.0909e-05
0.050000 0.300000	8.26544e-05
0.075000 0.300000	0.000117474
0.100000 0.300000	0.000135563
0.125000 0.300000	0.000137191
0.150000 0.300000	0.000122387
0.175000 0.300000	0.000101331
0.200000 0.300000	8.23068e-05
0.225000 0.300000	6.51773e-05
0.250000 0.300000	4.98021e-05
0.275000 0.300000	3.60578e-05
0.300000 0.300000	2.38478e-05
0.325000 0.300000	1.31018e-05
0.350000 0.300000	3.76527e-06
0.375000 0.300000	-4.21337e-06
0.400000 0.300000	-1.08895e-05
0.425000 0.300000	-1.6321e-05
0.450000 0.300000	-2.05617e-05
0.475000 0.300000	-2.36536e-05
0.500000 0.300000	-2.56191e-05
0.525000 0.300000	-2.64552e-05
0.550000 0.300000	-2.61295e-05
0.575000 0.300000	-2.45796e-05
0.600000 0.300000	-2.17147e-05
0.625000 0.300000	-1.74199e-05
0.650000 0.300000	-1.15626e-05
0.675000 0.300000	-3.99816e-06
0.700000 0.300000	5.42789e-06
0.725000 0.300000	1.68854e-05
0.750000 0.300000	3.05736e-05
0.775000 0.300000	4.67362e-05
0.800000 0.300000	6.56698e-05
0.825000 0.300000	8.77212e-05
0.850000 0.300000	0.000113277
0.875000 0.300000	0.000132081
0.900000 0.300000	0.000135017
0.925000 0.300000	0.00012086
0.950000 0.300000	8.80437e-05
0.975000 0.300000	4.53276e-05
1.000000 0.300000	0

0.000000 0.325000	0
0.025000 0.325000	4.13332e-05
0.050000 0.325000	8.34497e-05
0.075000 0.325000	0.000118537
0.100000 0.325000	0.000136749
0.125000 0.325000	0.000138326
0.150000 0.325000	0.00012328
0.175000 0.325000	0.000101787
0.200000 0.325000	8.21359e-05
0.225000 0.325000	6.42006e-05
0.250000 0.325000	4.78633e-05
0.275000 0.325000	3.30361e-05
0.300000 0.325000	1.96749e-05
0.325000 0.325000	7.77633e-06
0.350000 0.325000	-2.64776e-06
0.375000 0.325000	-1.15996e-05
0.400000 0.325000	-1.91062e-05
0.425000 0.325000	-2.52135e-05
0.450000 0.325000	-2.99734e-05
0.475000 0.325000	-3.34303e-05
0.500000 0.325000	-3.56085e-05
0.525000 0.325000	-3.65046e-05
0.550000 0.325000	-3.60823e-05
0.575000 0.325000	-3.42719e-05
0.600000 0.325000	-3.09739e-05
0.625000 0.325000	-2.60669e-05
0.650000 0.325000	-1.94195e-05
0.675000 0.325000	-1.09038e-05
0.700000 0.325000	-4.03949e-07
0.725000 0.325000	1.21904e-05
0.750000 0.325000	2.70109e-05
0.775000 0.325000	4.42426e-05
0.800000 0.325000	6.41365e-05
0.825000 0.325000	8.70057e-05
0.850000 0.325000	0.000113211
0.875000 0.325000	0.000132476
0.900000 0.325000	0.000135676
0.925000 0.325000	0.000121585
0.950000 0.325000	8.86553e-05
0.975000 0.325000	4.56805e-05
1.000000 0.325000	0

0.000000 0.350000	0
0.025000 0.350000	4.15994e-05
0.050000 0.350000	8.39393e-05
0.075000 0.350000	0.000119166
0.100000 0.350000	0.000137397
0.125000 0.350000	0.000138842
0.150000 0.350000	0.000123489
0.175000 0.350000	0.000101497
0.200000 0.350000	8.11413e-05
0.225000 0.350000	6.22896e-05
0.250000 0.350000	4.48296e-05
0.275000 0.350000	2.8702e-05
0.300000 0.350000	1.39285e-05
0.325000 0.350000	6.08475e-07
0.350000 0.350000	-1.11408e-05
0.375000 0.350000	-2.12532e-05
0.400000 0.350000	-2.97261e-05
0.425000 0.350000	-3.66015e-05
0.450000 0.350000	-4.19391e-05
0.475000 0.350000	-4.57929e-05
0.500000 0.350000	-4.81948e-05
0.525000 0.350000	-4.91429e-05
0.550000 0.350000	-4.85959e-05
0.575000 0.350000	-4.64725e-05
0.600000 0.350000	-4.26571e-05
0.625000 0.350000	-3.70119e-05
0.650000 0.350000	-2.93978e-05
0.675000 0.350000	-1.97019e-05
0.700000 0.350000	-7.86169e-06
0.725000 0.350000	6.13686e-06
0.750000 0.350000	2.23186e-05
0.775000 0.350000	4.07912e-05
0.800000 0.350000	6.1763e-05
0.825000 0.350000	8.55275e-05
0.850000 0.350000	0.000112439
0.875000 0.350000	0.000132222
0.900000 0.350000	0.000135756
0.925000 0.350000	0.00012183
0.950000 0.350000	8.89173e-05
0.975000 0.350000	4.5846e-05
1.000000 0.350000	0

0.000000 0.375000	0
0.025000 0.375000	4.17509e-05
0.050000 0.375000	8.42062e-05
0.075000 0.375000	0.000119477
0.100000 0.375000	0.000137647
0.125000 0.375000	0.000138894
0.150000 0.375000	0.000123176
0.175000 0.375000	0.000100621
0.200000 0.375000	7.94707e-05
0.225000 0.375000	5.95625e-05
0.250000 0.375000	4.07616e-05
0.275000 0.375000	2.3019e-05
0.300000 0.375000	6.43602e-06
0.325000 0.375000	-8.71136e-06
0.350000 0.375000	-2.21183e-05
0.375000 0.375000	-3.36285e-05
0.400000 0.375000	-4.32231e-05
0.425000 0.375000	-5.09615e-05
0.450000 0.375000	-5.69304e-05
0.475000 0.375000	-6.12076e-05
0.500000 0.375000	-6.384e-05
0.525000 0.375000	-6.48302e-05
0.550000 0.375000	-6.41302e-05
0.575000 0.375000	-6.16408e-05
0.600000 0.375000	-5.72175e-05
0.625000 0.375000	-5.06877e-05
0.650000 0.375000	-4.18821e-05
0.675000 0.375000	-3.06863e-05
0.700000 0.375000	-1.71061e-05
0.725000 0.375000	-1.29646e-06
0.750000 0.375000	1.65779e-05
0.775000 0.375000	3.65242e-05
0.800000 0.375000	5.87222e-05
0.825000 0.375000	8.34729e-05
0.850000 0.375000	0.000111149
0.875000 0.375000	0.000131499
0.900000 0.375000	0.000135422
0.925000 0.375000	0.000121733
0.950000 0.375000	8.89312e-05
0.975000 0.375000	4.58785e-05
1.000000 0.375000	0

0.000000 0.400000	0
0.025000 0.400000	4.18223e-05
0.050000 0.400000	8.43181e-05
0.075000 0.400000	0.000119567
0.100000 0.400000	0.000137622
0.125000 0.400000	0.000138628
0.150000 0.400000	0.000122506
0.175000 0.400000	9.9339e-05
0.200000 0.400000	7.73164e-05
0.225000 0.400000	5.62073e-05
0.250000 0.400000	3.58047e-05
0.275000 0.400000	1.60135e-05
0.300000 0.400000	-2.99465e-06
0.325000 0.400000	-2.06014e-05
0.350000 0.400000	-3.61185e-05
0.375000 0.400000	-4.93014e-05
0.400000 0.400000	-6.0169e-05
0.425000 0.400000	-6.88473e-05
0.450000 0.400000	-7.54822e-05
0.475000 0.400000	-8.01943e-05
0.500000 0.400000	-8.30556e-05
0.525000 0.400000	-8.40769e-05
0.550000 0.400000	-8.32013e-05
0.575000 0.400000	-8.03031e-05
0.600000 0.400000	-7.51918e-05
0.625000 0.400000	-6.76292e-05
0.650000 0.400000	-5.73684e-05
0.675000 0.400000	-4.42388e-05
0.700000 0.400000	-2.83022e-05
0.725000 0.400000	-1.00455e-05
0.750000 0.400000	9.9791e-06
0.775000 0.400000	3.16759e-05
0.800000 0.400000	5.52505e-05
0.825000 0.400000	8.10627e-05
0.850000 0.400000	0.000109543
0.875000 0.400000	0.000130485
0.900000 0.400000	0.000134827
0.925000 0.400000	0.000121416
0.950000 0.400000	8.87836e-05
0.975000 0.400000	4.58239e-05
1.000000 0.400000	0

0.000000 0.425000	0
0.025000 0.425000	4.18422e-05
0.050000 0.425000	8.43315e-05
0.075000 0.425000	0.000119521
0.100000 0.425000	0.000137435
0.125000 0.425000	0.000138184
0.150000 0.425000	0.000121651
0.175000 0.425000	9.78645e-05
0.200000 0.425000	7.49373e-05
0.225000 0.425000	5.25278e-05
0.250000 0.425000	3.02715e-05
0.275000 0.425000	7.87895e-06
0.300000 0.425000	-1.45706e-05
0.325000 0.425000	-3.5704e-05
0.350000 0.425000	-5.39051e-05
0.375000 0.425000	-6.90169e-05
0.400000 0.425000	-8.12537e-05
0.425000 0.425000	-9.08952e-05
0.450000 0.425000	-9.81899e-05
0.475000 0.425000	-0.000103322
0.500000 0.425000	-0.000106398
0.525000 0.425000	-0.00010744
0.550000 0.425000	-0.00010638
0.575000 0.425000	-0.000103057
0.600000 0.425000	-9.72173e-05
0.625000 0.425000	-8.85146e-05
0.650000 0.425000	-7.65427e-05
0.675000 0.425000	-6.09269e-05
0.700000 0.425000	-4.16178e-05
0.725000 0.425000	-1.98398e-05
0.750000 0.425000	2.91861e-06
0.775000 0.425000	2.66257e-05
0.800000 0.425000	5.16709e-05
0.825000 0.425000	7.8563e-05
0.850000 0.425000	0.000107837
0.875000 0.425000	0.000129357
0.900000 0.425000	0.000134114
0.925000 0.425000	0.00012099
0.950000 0.425000	8.85504e-05
0.975000 0.425000	4.57217e-05
1.000000 0.425000	0

0.000000 0.450000	0
0.025000 0.450000	4.18342e-05
0.050000 0.450000	8.42942e-05
0.075000 0.450000	0.000119411
0.100000 0.450000	0.000137185
0.125000 0.450000	0.000137697
0.150000 0.450000	0.000120791
0.175000 0.450000	9.64394e-05
0.200000 0.450000	7.26681e-05
0.225000 0.450000	4.89898e-05
0.250000 0.450000	2.47817e-05
0.275000 0.450000	-7.34889e-07
0.300000 0.450000	-2.84869e-05
0.325000 0.450000	-5.52205e-05
0.350000 0.450000	-7.66222e-05
0.375000 0.450000	-9.37355e-05
0.400000 0.450000	-0.000107288
0.425000 0.450000	-0.000117814
0.450000 0.450000	-0.000125698
0.475000 0.450000	-0.000131198
0.500000 0.450000	-0.000134459
0.525000 0.450000	-0.000135513
0.550000 0.450000	-0.000134282
0.575000 0.450000	-0.000130567
0.600000 0.450000	-0.000124038
0.625000 0.450000	-0.000114209
0.650000 0.450000	-0.000100416
0.675000 0.450000	-8.17867e-05
0.700000 0.450000	-5.72397e-05
0.725000 0.450000	-2.98554e-05
0.750000 0.450000	-3.84018e-06
0.775000 0.450000	2.19465e-05
0.800000 0.450000	4.83989e-05
0.825000 0.450000	7.62786e-05
0.850000 0.450000	0.00010626
0.875000 0.450000	0.000128291
0.900000 0.450000	0.000133414
0.925000 0.450000	0.000120551
0.950000 0.450000	8.82975e-05
0.975000 0.450000	4.56056e-05
1.000000 0.450000	0

0.000000 0.475000	0
0.025000 0.475000	4.18172e-05
0.050000 0.475000	8.42449e-05
0.075000 0.475000	0.000119298
0.100000 0.475000	0.000136959
0.125000 0.475000	0.000137287
0.150000 0.475000	0.000120096
0.175000 0.475000	9.53128e-05
0.200000 0.475000	7.0891e-05
0.225000 0.475000	4.62131e-05
0.250000 0.475000	2.0408e-05
0.275000 0.475000	-7.81953e-06
0.300000 0.475000	-4.05892e-05
0.325000 0.475000	-7.15394e-05
0.350000 0.475000	-9.54422e-05
0.375000 0.475000	-0.000114106
0.400000 0.475000	-0.000128661
0.425000 0.475000	-0.000139852
0.450000 0.475000	-0.000148175
0.475000 0.475000	-0.000153949
0.500000 0.475000	-0.000157345
0.525000 0.475000	-0.000158408
0.550000 0.475000	-0.000157047
0.575000 0.475000	-0.000153034
0.600000 0.475000	-0.000145974
0.625000 0.475000	-0.000135255
0.650000 0.475000	-0.000119968
0.675000 0.475000	-9.8715e-05
0.700000 0.475000	-6.91957e-05
